Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee
No,140,1,0,0.28,3,129.6,79,45.8,12.31
No,72,1,0,0.0,1,177.1,97,46.0,9.24
No,52,1,1,3.65,1,133.3,63,75.5,9.21
No,103,1,0,0.24,5,167.8,121,49.4,10.65
No,74,1,1,2.43,1,174.6,107,81.3,15.53
No,124,1,0,0.0,2,150.3,101,48.0,12.8
No,85,1,1,1.7,5,283.2,110,86.0,11.99
Yes,113,1,1,2.35,5,157.8,83,64.5,8.08
No,71,1,0,0.0,2,141.2,132,37.0,7.46
No,177,1,1,2.81,1,230.2,106,84.1,9.81
Yes,49,0,0,0.26,2,237.8,92,61.6,10.45
Yes,106,0,0,0.0,3,204.0,84,49.0,8.43
No,60,1,0,0.0,1,221.1,106,53.0,8.93
No,43,1,0,0.0,4,177.2,93,43.0,7.13
No,66,1,0,0.0,1,118.0,133,42.0,12.41
No,125,1,0,0.0,0,163.8,73,50.0,12.78
No,114,1,1,2.54,3,141.3,96,69.4,11.52
Yes,112,1,0,0.0,3,272.5,119,66.0,11.31
No,101,1,1,2.21,2,118.9,112,62.1,11.42
No,70,1,0,0.27,0,7.9,100,15.7,6.82
No,59,1,0,0.19,0,159.5,96,43.9,8.36
No,59,1,0,0.42,1,150.2,70,46.2,9.29
No,124,1,1,3.24,2,144.5,35,79.4,13.12
No,99,1,0,0.0,2,140.7,88,42.0,10.55
No,150,1,0,0.0,1,169.2,123,48.0,10.84
No,81,1,0,0.28,2,220.8,77,53.8,7.43
No,86,1,0,0.35,0,216.3,96,63.5,13.32
No,84,1,0,0.0,0,169.5,96,43.0,7.88
No,118,1,1,3.16,1,256.3,119,97.6,12.91
No,89,1,0,0.0,1,179.7,128,57.0,14.99
No,93,1,0,0.0,3,266.0,120,57.0,6.51
No,85,1,0,0.0,2,96.7,97,33.0,9.69
No,160,1,0,0.0,0,82.7,116,31.0,9.73
No,28,1,0,0.0,3,168.2,87,43.0,8.09
Yes,73,1,0,0.0,1,286.4,109,64.0,8.91
No,156,1,0,0.0,3,174.3,95,46.0,9.33
No,33,0,0,0.0,1,190.6,100,47.0,8.09
No,77,1,0,0.21,4,175.5,86,50.1,10.26
No,119,1,0,0.0,1,133.4,102,41.0,10.23
No,91,1,1,1.78,3,204.6,96,64.8,6.8
No,102,1,0,0.0,3,242.2,88,61.0,11.66
No,86,1,1,3.21,3,253.1,112,93.1,10.51
No,82,1,0,0.0,0,130.0,110,38.0,9.27
No,89,1,0,0.0,0,105.9,151,35.0,9.48
No,86,1,0,0.0,3,194.2,98,50.0,9.69
No,134,1,0,0.0,1,183.8,111,42.0,6.18
No,92,1,0,0.25,2,196.5,82,52.5,9.5
No,87,1,0,0.0,3,184.5,81,46.0,8.6
No,64,1,0,0.0,0,261.9,113,58.0,7.41
No,80,1,0,0.23,3,202.4,118,59.3,13.01
No,165,1,1,2.57,3,167.4,113,69.7,8.64
No,153,1,1,2.03,1,167.7,104,70.3,12.34
No,41,1,1,3.0,1,191.7,109,79.0,9.65
No,108,1,0,0.0,2,240.2,78,61.0,11.52
No,104,1,1,3.0,1,189.1,112,78.0,8.91
No,115,1,0,0.0,1,127.7,67,38.0,9.15
No,87,1,0,0.0,1,205.2,106,44.0,4.98
No,159,1,1,3.4,2,153.6,93,79.0,10.85
No,119,1,0,0.23,2,154.5,129,45.3,9.68
No,69,1,0,0.0,1,153.7,109,43.0,9.7
No,87,0,1,2.92,1,171.2,138,74.2,9.29
Yes,93,1,0,0.29,1,328.1,106,71.9,7.59
Yes,154,0,0,0.36,0,145.9,69,46.6,10.41
No,57,1,1,3.19,1,201.2,76,90.9,14.01
No,130,1,0,0.0,5,139.1,72,45.0,12.3
No,151,1,0,0.0,2,118.9,128,44.0,13.92
Yes,162,1,0,0.33,2,217.6,87,64.3,13.95
No,60,1,0,0.0,1,145.0,133,43.0,10.46
No,81,1,0,0.0,3,203.5,89,60.0,14.48
No,132,1,0,0.0,3,240.1,115,57.0,9.02
No,86,1,0,0.0,1,83.8,121,35.0,12.01
Yes,136,1,0,0.45,1,269.8,106,70.5,11.44
No,121,1,1,2.86,1,126.3,84,68.6,10.48
No,105,1,1,2.62,2,88.1,125,56.2,8.8
No,105,1,1,2.67,2,218.5,61,80.7,9.84
No,51,1,1,3.02,1,236.8,61,93.2,13.17
No,64,1,0,0.26,3,124.1,117,40.6,9.64
No,80,0,1,2.7,0,184.2,132,73.0,8.38
No,56,1,0,0.0,4,222.7,133,62.0,13.85
No,120,1,0,0.0,1,149.2,98,42.0,9.68
No,103,1,0,0.0,3,206.5,125,51.0,9.01
No,164,1,1,2.59,3,159.7,102,67.9,8.44
No,116,1,1,1.89,2,204.7,118,71.9,10.47
No,121,1,0,0.32,1,213.2,79,50.2,6.04
No,55,0,0,0.0,1,269.6,121,61.0,8.59
No,183,1,0,0.0,2,116.7,92,39.0,10.69
No,104,1,0,0.0,0,263.4,101,65.0,11.78
No,90,1,0,0.0,1,140.2,97,43.0,10.7
No,82,1,0,0.0,1,197.7,101,45.0,6.38
No,101,1,0,0.31,3,136.2,92,45.1,11.05
No,9,1,1,3.11,2,88.5,87,62.1,8.94
No,97,1,0,0.0,0,215.3,58,58.0,12.12
Yes,94,1,0,0.28,3,269.2,104,65.8,9.69
No,127,1,1,1.97,0,203.8,118,77.7,13.36
No,125,1,1,2.78,0,268.4,112,92.8,11.11
No,140,1,0,0.0,1,159.1,104,50.0,13.49
No,90,1,0,0.28,2,114.4,122,33.8,6.39
No,67,1,0,0.0,2,138.9,65,42.0,10.45
No,113,1,0,0.0,1,186.0,55,52.0,11.87
No,121,1,1,4.08,0,170.4,91,91.8,12.73
No,93,1,0,0.0,4,164.5,95,48.0,11.55
No,121,1,0,0.0,1,168.6,121,43.0,8.43
Yes,53,1,0,0.31,0,261.2,119,69.1,12.54
No,75,1,0,0.0,1,190.5,91,48.0,8.92
No,132,1,0,0.0,2,181.1,121,58.0,15.72
No,162,1,0,0.0,3,177.1,131,40.0,5.74
No,140,1,0,0.0,1,160.5,114,48.0,12.03
No,91,1,0,0.0,2,134.7,116,48.0,14.77
No,73,1,1,2.38,2,198.2,107,69.8,6.96
Yes,95,0,0,0.0,4,228.9,134,61.0,12.79
No,145,1,0,0.0,0,241.7,137,53.0,6.79
No,100,1,0,0.0,1,131.1,108,38.0,8.81
No,122,1,0,0.0,2,234.1,101,57.0,10.01
No,109,1,0,0.0,0,200.1,72,60.0,15.05
No,82,1,0,0.0,1,154.0,107,35.0,4.72
No,65,1,1,2.65,0,224.2,106,81.5,9.48
No,52,1,0,0.0,3,148.3,83,41.0,9.08
No,136,1,1,2.38,2,174.6,76,68.8,8.83
No,75,1,0,0.0,1,138.5,110,37.0,7.66
No,146,1,0,0.0,1,109.0,69,42.0,13.29
No,105,1,0,0.0,4,162.3,99,46.0,10.63
No,48,1,0,0.0,2,210.8,84,52.0,9.48
No,45,1,0,0.0,1,142.4,107,52.0,15.94
No,106,1,1,2.86,2,223.5,104,86.6,11.76
No,33,1,0,0.0,2,182.5,65,51.0,11.61
No,68,1,0,0.0,2,219.6,97,50.0,7.06
No,106,1,0,0.0,0,193.6,66,54.0,11.91
No,141,1,0,0.0,0,192.4,111,47.0,7.85
No,98,1,0,0.33,0,236.2,122,60.3,9.47
No,94,1,1,4.35,0,233.2,88,93.5,5.67
No,65,1,0,0.0,2,158.8,53,44.0,9.43
No,85,1,0,0.0,1,126.1,112,45.0,13.74
Yes,71,1,0,0.0,3,290.4,108,71.0,12.7
No,112,1,1,3.59,0,60.6,113,60.9,8.3
No,110,1,0,0.0,0,148.4,95,42.0,9.69
No,111,1,0,0.0,2,246.5,108,61.0,10.82
Yes,74,1,0,0.32,2,298.1,112,71.2,10.07
No,105,1,0,0.0,2,119.3,82,37.0,9.26
No,40,1,0,0.28,0,242.5,82,64.8,11.65
Yes,128,0,1,3.67,0,222.1,89,88.7,8.03
Yes,123,1,0,0.0,2,236.2,135,64.0,13.7
No,122,1,0,0.0,0,144.2,87,43.0,10.61
No,114,1,1,3.4,3,154.6,100,81.0,12.08
No,102,1,1,2.75,2,137.4,100,66.5,8.84
No,126,1,0,0.0,0,103.7,93,29.0,6.35
Yes,150,1,0,0.0,4,136.6,112,42.0,10.47
Yes,60,1,0,0.0,2,289.8,101,71.0,12.78
No,123,1,0,0.0,3,260.9,85,59.0,8.43
Yes,138,0,0,0.0,0,196.2,129,49.0,8.83
No,29,1,0,0.0,1,195.6,71,44.0,6.32
No,111,1,0,0.0,4,222.2,96,52.0,8.13
Yes,37,0,0,0.0,0,172.9,119,45.0,9.15
Yes,111,1,0,0.0,0,249.8,109,64.0,12.12
No,81,1,0,0.0,1,154.5,84,45.0,10.81
No,46,1,0,0.0,1,90.4,108,39.0,13.81
No,69,1,1,4.43,0,268.8,78,111.3,12.33
No,125,1,0,0.0,1,106.1,95,32.0,7.88
No,43,1,0,0.38,3,27.0,117,22.8,8.05
No,127,1,1,1.03,1,140.1,59,53.3,11.17
No,94,1,0,0.0,1,245.0,112,57.0,9.02
No,46,1,0,0.0,3,196.7,85,51.0,10.3
No,73,1,1,2.75,2,131.2,98,59.5,5.33
No,146,1,1,2.0,2,149.6,96,66.0,11.99
No,93,1,0,0.24,1,239.8,70,65.4,12.59
No,52,1,1,2.97,1,142.1,77,70.7,9.65
No,202,1,0,0.0,3,115.4,137,35.0,8.94
No,129,1,1,2.78,2,193.0,99,79.8,11.24
No,94,1,0,0.0,1,206.1,49,55.0,11.23
No,100,1,0,0.21,0,160.3,138,49.1,11.07
No,43,1,0,0.0,1,199.9,108,59.0,14.42
No,130,1,0,0.28,0,213.1,105,56.8,10.31
No,124,1,0,0.0,3,178.3,102,51.0,11.75
Yes,92,0,0,0.0,3,252.3,120,61.0,10.35
No,48,1,0,0.0,4,197.7,64,46.0,6.84
No,98,1,1,1.78,2,111.1,105,55.8,10.9
Yes,100,1,0,0.0,1,96.5,86,35.0,10.51
No,79,1,0,0.31,3,156.9,109,41.1,6.11
No,164,1,0,0.0,1,123.3,78,36.0,8.5
No,105,1,0,0.33,1,193.7,108,52.3,9.16
No,89,0,0,0.0,0,206.9,134,50.0,8.39
Yes,126,1,0,0.0,3,249.8,96,65.0,13.1
No,96,1,0,0.3,1,144.0,102,47.0,11.24
No,120,1,1,3.13,0,299.5,83,96.3,8.17
Yes,212,1,0,0.23,2,226.0,127,67.3,15.23
No,72,1,0,0.0,2,137.6,106,36.0,7.18
No,155,0,1,3.0,1,211.7,121,78.0,6.96
No,89,1,0,0.38,2,89.7,80,34.8,8.99
No,126,0,0,0.0,2,197.6,126,55.0,12.33
Yes,172,1,0,0.0,2,270.0,102,68.0,12.83
No,75,1,0,0.0,3,224.7,116,55.0,9.6
No,143,1,0,0.0,2,194.3,99,44.0,6.18
Yes,166,0,0,0.0,0,47.7,89,31.0,13.22
No,132,1,0,0.0,1,190.1,105,48.0,9.11
Yes,94,0,0,0.0,1,89.5,94,45.0,17.0
No,99,1,0,0.0,0,182.6,83,45.0,7.73
No,136,1,1,1.86,1,205.5,86,79.6,14.93
No,119,1,0,0.0,1,231.5,82,63.0,13.35
Yes,115,0,0,0.0,3,251.3,69,65.0,12.63
No,160,1,0,0.0,2,171.2,103,50.0,12.18
No,166,1,0,0.26,2,197.9,89,57.6,12.55
No,120,1,0,0.0,1,134.8,94,41.0,10.21
No,173,1,0,0.0,1,191.4,114,47.0,8.43
No,156,1,0,0.0,0,174.5,65,47.0,9.87
No,70,1,0,0.31,0,177.4,125,53.1,11.31
No,41,1,0,0.31,1,182.1,89,52.1,10.58
No,132,1,0,0.0,0,222.4,85,52.0,8.27
Yes,47,0,0,0.0,0,47.8,120,24.0,8.95
No,160,1,0,0.28,1,121.8,97,31.8,4.47
No,180,1,0,0.0,3,143.5,121,41.0,9.47
No,93,1,0,0.0,2,164.9,68,46.0,10.52
No,109,1,0,0.36,2,193.6,58,49.6,7.44
No,80,1,0,0.0,0,101.1,121,40.0,13.16
No,54,1,1,3.13,2,92.3,88,64.3,9.66
No,121,1,0,0.0,2,168.9,128,40.0,6.2
No,157,1,1,4.05,1,219.2,102,95.5,10.3
No,170,1,1,3.51,0,178.1,130,86.1,12.14
No,138,1,0,0.0,3,146.5,101,50.0,14.23
No,92,1,1,3.19,1,172.3,116,83.9,13.31
No,126,1,0,0.0,1,190.9,143,46.0,7.49
Yes,41,1,0,0.0,3,232.1,74,68.0,16.36
Yes,167,1,0,0.0,4,169.2,124,44.0,8.67
No,91,1,0,0.0,2,123.8,107,49.0,15.95
No,127,1,0,0.26,3,96.0,117,34.6,8.85
No,88,1,1,2.94,1,93.4,106,67.4,12.6
No,113,1,0,0.0,1,90.6,130,30.0,8.53
No,78,1,0,0.0,2,152.9,81,48.0,12.83
No,123,1,0,0.26,2,257.9,92,64.6,10.58
No,136,0,1,2.43,2,85.2,98,59.3,11.52
No,68,1,1,1.65,1,160.0,72,59.5,9.23
No,132,1,1,3.11,0,182.9,54,87.1,14.62
No,133,1,0,0.0,2,216.2,67,56.0,11.11
No,127,1,0,0.0,0,261.7,105,60.0,9.09
No,110,1,0,0.0,2,241.2,105,56.0,8.72
No,121,1,0,0.0,1,177.2,142,41.0,6.18
No,116,1,0,0.0,2,89.5,128,31.0,9.04
No,112,0,1,2.81,1,200.3,72,79.1,9.89
Yes,97,0,0,0.0,4,145.0,103,50.0,14.72
No,43,1,0,0.26,2,159.5,99,40.6,5.99
No,110,1,0,0.0,3,151.8,106,38.0,6.9
No,67,1,0,0.0,1,176.2,120,51.0,11.8
No,166,1,0,0.23,0,152.1,95,39.3,6.05
No,129,1,0,0.0,1,161.3,122,47.0,11.03
No,103,0,0,0.0,3,171.7,78,42.0,7.23
Yes,71,1,0,0.0,0,278.9,110,64.0,9.51
No,112,1,1,3.0,4,213.0,121,86.0,11.31
No,8,1,1,1.3,1,242.9,67,69.0,8.55
Yes,98,1,0,0.2,0,217.2,121,65.0,15.17
No,90,1,0,0.0,1,175.9,111,55.0,14.26
Yes,13,1,0,0.0,0,303.2,133,67.0,8.53
No,58,1,0,0.0,2,238.9,107,57.0,9.36
No,137,1,1,3.08,2,189.6,42,78.8,8.95
Yes,116,1,0,0.33,5,133.3,94,47.3,12.39
No,94,1,1,2.67,3,92.7,107,53.7,6.39
No,87,1,0,0.0,3,177.2,72,52.0,12.45
No,120,1,0,0.0,2,184.5,103,50.0,10.45
No,97,1,1,3.27,0,176.1,109,76.7,7.97
No,134,1,0,0.35,6,204.7,108,50.5,7.16
No,68,1,0,0.0,2,143.6,80,36.0,6.72
No,93,1,0,0.0,1,179.3,93,47.0,9.44
No,120,1,0,0.0,1,137.3,100,42.0,10.61
No,41,1,0,0.0,2,237.8,92,60.0,11.18
No,80,1,0,0.24,2,203.7,92,56.4,10.82
No,83,1,1,4.75,2,191.3,95,101.5,12.54
No,109,0,0,0.25,2,209.1,141,55.5,10.25
No,66,1,1,1.92,3,88.8,104,44.2,5.48
No,104,1,0,0.0,0,97.2,88,30.0,7.78
No,89,1,0,0.0,1,137.9,96,40.0,9.63
No,127,1,0,0.32,2,224.3,112,57.2,9.29
No,117,1,1,2.62,1,207.6,65,75.2,7.64
No,128,1,0,0.0,2,268.1,95,56.0,6.03
Yes,88,1,0,0.0,4,166.7,61,44.0,8.97
Yes,61,1,0,0.0,1,267.1,104,61.0,9.02
No,22,1,0,0.0,2,181.8,108,48.0,9.93
No,78,1,0,0.0,0,147.1,80,42.0,9.99
No,56,1,1,1.32,1,37.7,115,32.2,7.21
No,192,1,0,0.34,2,185.0,88,54.4,11.25
No,70,1,0,0.3,2,156.4,108,45.0,8.55
No,148,1,0,0.0,1,239.3,84,58.0,9.79
No,65,1,1,2.38,2,215.5,129,74.8,8.1
No,119,1,0,0.0,1,134.9,70,41.0,10.58
No,80,1,0,0.0,0,194.8,116,51.0,10.5
No,152,1,1,3.59,5,239.1,105,94.9,10.46
No,113,1,0,0.0,3,92.6,85,31.0,8.88
No,75,1,0,0.26,1,209.4,133,56.6,10.58
No,80,1,0,0.0,1,197.6,83,48.0,8.23
No,148,1,0,0.0,1,17.6,121,17.0,8.09
No,63,0,0,0.0,1,62.9,112,28.0,10.15
No,97,1,1,1.81,1,202.3,97,59.1,3.46
No,166,1,0,0.0,0,136.1,116,39.0,9.07
No,94,1,0,0.0,1,207.0,109,50.0,8.37
No,85,1,1,3.65,1,207.9,95,92.5,11.68
Yes,80,0,0,0.0,1,276.5,122,64.0,9.78
No,210,1,1,2.73,3,313.8,87,93.3,7.39
No,88,0,1,3.51,1,288.5,114,102.1,10.17
No,100,1,0,0.33,4,210.9,85,67.3,16.47
No,154,1,1,3.94,1,64.9,76,66.4,9.21
No,32,1,1,2.43,1,243.5,137,86.3,11.84
No,18,1,0,0.27,3,197.0,97,53.7,10.19
No,126,1,1,2.35,0,278.0,88,92.5,12.66
No,144,1,1,2.7,1,219.9,102,84.0,11.11
Yes,29,1,0,0.0,2,313.2,103,72.0,10.82
No,86,1,1,3.05,0,145.7,88,72.5,9.55
No,138,1,1,2.21,0,75.8,102,50.1,8.68
No,146,1,0,0.0,3,195.9,86,53.0,11.43
No,175,1,0,0.0,1,132.0,95,43.0,11.56
No,74,1,0,0.0,2,124.0,102,44.0,13.11
No,48,1,0,0.0,2,171.9,98,43.0,7.95
No,74,1,1,2.67,4,249.4,70,87.7,10.48
No,105,0,0,0.0,0,228.4,100,52.0,7.26
No,157,1,0,0.39,3,168.6,71,50.9,10.26
No,217,1,0,0.29,0,123.7,138,45.9,12.43
No,68,1,0,0.28,1,178.7,61,54.8,12.62
No,80,1,0,0.0,1,113.2,86,36.0,9.28
No,38,1,1,3.62,2,142.4,106,87.2,15.69
No,107,1,1,2.24,0,204.2,57,75.4,10.3
No,140,1,0,0.0,3,149.7,71,44.0,10.63
Yes,98,1,0,0.38,5,227.1,116,52.8,6.03
No,114,1,0,0.0,2,155.3,75,41.0,8.5
No,46,1,0,0.0,1,156.4,105,43.0,9.28
No,118,1,1,2.81,0,148.7,105,68.1,8.37
No,37,1,0,0.0,3,271.7,112,60.0,7.76
No,34,1,0,0.31,0,193.7,74,47.1,6.35
No,98,0,1,2.92,1,245.5,54,96.2,14.64
Yes,113,1,0,0.0,3,245.3,108,64.0,13.0
No,69,1,0,0.0,0,196.1,87,54.0,11.84
No,121,1,0,0.0,2,134.1,112,40.0,9.76
No,59,0,1,2.46,1,225.0,78,79.6,9.57
No,59,1,0,0.0,0,189.7,100,43.0,5.8
No,190,1,0,0.26,0,142.9,96,42.6,8.9
No,109,1,0,0.0,1,175.6,80,51.0,11.9
No,136,1,0,0.0,2,92.4,109,35.0,10.95
No,86,1,0,0.0,1,92.8,92,30.0,7.98
No,100,1,1,2.16,0,221.7,100,79.6,11.81
No,106,1,0,0.0,0,159.6,94,51.0,13.84
No,104,1,0,0.0,2,144.5,107,40.0,9.03
No,129,1,0,0.41,2,159.1,100,49.1,10.13
No,205,1,0,0.32,2,49.9,123,25.2,7.54
No,93,1,1,2.97,0,116.9,120,69.7,11.62
No,123,1,0,0.0,3,150.0,98,34.0,4.49
No,99,1,0,0.0,1,254.4,120,57.0,7.97
No,61,1,1,2.94,3,270.7,53,93.4,10.04
No,71,1,0,0.0,1,207.0,112,50.0,8.69
No,4,0,0,0.0,0,145.3,89,51.0,15.19
No,148,1,1,3.65,3,230.7,102,96.5,11.69
No,141,1,0,0.0,1,151.5,104,47.0,12.11
No,56,1,0,0.37,0,146.1,57,45.7,9.81
No,160,1,0,0.0,3,256.0,111,60.0,9.37
No,43,1,1,3.13,3,200.2,105,86.3,12.22
No,42,1,0,0.33,2,150.7,52,50.3,12.34
No,135,0,0,0.0,1,186.0,107,38.0,3.3
No,106,1,0,0.0,3,212.9,110,53.0,9.35
No,106,1,0,0.0,0,194.8,133,52.0,10.67
No,83,1,1,2.35,3,272.5,105,91.5,12.65
No,110,1,0,0.0,1,135.1,109,41.0,10.26
No,153,1,0,0.29,1,154.6,56,51.9,13.15
No,109,1,1,2.86,5,230.5,116,90.6,13.29
No,31,1,0,0.0,1,165.4,84,46.0,10.19
Yes,124,1,0,0.0,4,143.3,120,44.0,11.54
Yes,110,1,0,0.0,2,271.1,108,67.0,11.85
No,124,1,0,0.0,0,253.5,104,54.0,5.9
Yes,82,1,0,0.31,6,167.1,77,43.1,6.59
No,122,1,0,0.0,1,168.3,96,37.0,4.38
No,137,1,0,0.21,1,104.7,115,42.1,12.49
No,69,1,0,0.0,1,135.4,101,44.0,11.91
No,46,1,1,1.94,1,191.4,102,83.4,18.09
No,103,1,0,0.0,1,158.7,90,44.0,9.92
No,16,1,0,0.21,2,144.8,84,41.1,8.25
No,119,1,0,0.0,3,98.8,97,30.0,7.35
Yes,124,0,0,0.0,3,157.8,71,45.0,10.16
No,122,1,1,3.13,1,163.0,107,86.3,15.64
No,139,1,0,0.0,4,181.6,119,60.0,16.79
No,67,1,0,0.31,2,129.0,78,41.1,9.4
No,84,1,0,0.27,1,86.0,83,39.7,13.04
No,101,1,1,3.4,0,193.9,71,84.0,9.49
No,40,1,0,0.25,0,109.4,107,42.5,12.24
No,61,1,0,0.0,2,188.9,105,46.0,7.68
Yes,120,0,0,0.0,1,179.9,72,46.0,8.5
No,95,1,0,0.0,1,183.4,98,56.0,14.07
No,98,1,0,0.0,0,288.1,101,61.0,6.9
No,114,1,0,0.0,2,169.2,96,42.0,7.5
Yes,68,0,1,3.65,1,195.5,113,84.5,8.58
No,149,1,1,3.05,2,264.4,102,94.5,10.98
No,22,1,0,0.0,0,207.7,116,54.0,10.53
No,176,1,0,0.34,0,169.5,151,42.4,5.65
No,152,1,0,0.0,2,141.5,102,47.0,13.15
No,118,1,0,0.0,0,154.8,71,48.0,12.2
No,101,0,0,0.17,1,133.5,51,43.7,10.98
Yes,102,1,0,0.0,2,273.2,85,65.0,10.56
No,118,1,0,0.0,2,224.6,94,58.0,11.3
Yes,105,1,0,0.0,2,273.8,97,72.0,14.49
Yes,153,1,0,0.0,1,159.5,103,51.0,13.78
No,71,1,0,0.0,0,104.0,92,35.0,9.85
No,71,1,1,3.54,1,115.4,90,74.4,10.87
No,68,1,0,0.0,2,222.1,107,55.0,9.97
No,66,1,0,0.33,3,116.4,98,31.3,4.78
No,101,1,0,0.25,3,217.7,118,59.5,11.59
No,116,1,0,0.0,0,129.4,84,36.0,7.87
No,54,1,1,3.7,0,161.8,73,88.0,13.65
No,112,1,1,3.11,1,198.8,122,86.1,11.93
No,122,1,1,3.78,1,147.8,85,75.8,7.37
No,74,1,0,0.0,3,262.3,114,62.0,9.95
No,90,1,0,0.0,1,246.4,83,56.0,8.02
Yes,112,1,0,0.0,4,174.3,123,42.0,7.01
No,85,1,0,0.0,4,183.4,111,46.0,8.44
No,100,1,0,0.0,1,191.9,95,50.0,10.05
No,114,1,0,0.0,2,187.8,109,46.0,7.73
No,83,1,0,0.24,0,259.7,106,60.4,7.64
No,157,0,0,0.0,0,180.4,123,48.0,9.7
No,51,1,0,0.31,2,51.8,107,32.1,11.51
Yes,42,1,0,0.0,1,303.9,106,72.0,11.61
Yes,101,1,1,2.38,1,123.7,125,59.8,8.63
No,112,1,0,0.0,3,206.2,122,50.0,8.23
No,56,1,0,0.0,2,164.3,92,48.0,11.69
Yes,53,1,0,0.0,9,228.6,117,51.0,6.64
No,64,1,1,2.05,1,200.4,80,66.5,6.56
No,123,1,0,0.0,0,154.3,107,42.0,9.15
No,68,1,1,2.59,2,122.9,93,66.9,11.68
No,40,0,0,0.23,0,220.8,100,63.3,13.29
No,132,1,0,0.0,0,214.6,78,58.0,12.59
Yes,120,0,0,0.0,2,202.0,123,51.0,9.22
Yes,108,1,1,2.46,6,209.5,108,69.6,5.48
Yes,161,1,0,0.0,1,297.9,141,71.0,11.91
Yes,130,1,0,0.24,0,212.8,102,55.4,9.49
No,122,1,0,0.0,0,145.6,102,49.0,14.24
No,130,1,1,2.92,2,152.9,87,74.2,10.66
No,90,1,0,0.0,1,125.4,158,45.0,13.46
No,139,1,1,2.24,0,138.3,96,53.4,4.03
No,57,1,0,0.31,3,189.3,157,51.1,8.75
No,128,1,0,0.0,4,199.3,86,51.0,9.74
No,127,0,0,0.32,2,247.5,99,55.2,5.43
Yes,107,1,0,0.0,1,294.9,71,67.0,9.64
No,177,1,0,0.0,1,175.4,99,44.0,7.77
No,121,1,0,0.0,1,179.4,70,43.0,7.15
No,99,0,1,2.27,0,126.8,94,69.7,14.68
Yes,126,0,0,0.0,1,239.7,87,65.0,14.09
Yes,77,1,1,4.13,5,143.0,101,84.3,10.61
No,21,1,0,0.0,2,91.9,109,33.0,9.92
No,56,1,0,0.33,1,210.4,80,54.3,8.83
Yes,92,1,1,1.73,1,201.3,130,69.3,10.19
No,81,1,0,0.0,2,145.6,59,50.0,14.4
Yes,139,0,1,3.62,1,203.5,82,88.2,10.02
No,68,1,0,0.34,1,232.4,76,56.4,7.67
No,183,1,1,2.35,2,86.5,119,62.5,14.26
No,90,1,0,0.0,0,109.9,102,38.0,11.04
No,165,1,0,0.13,1,156.0,88,51.3,13.81
Yes,89,1,0,0.0,1,326.3,112,70.0,8.26
No,59,1,0,0.0,0,195.0,58,51.0,9.93
No,16,0,0,0.0,0,110.0,91,32.0,7.37
Yes,114,1,0,0.0,5,147.1,119,39.0,8.05
No,113,1,0,0.0,2,156.0,141,49.0,12.84
No,120,1,0,0.36,2,98.2,99,36.6,9.34
No,115,1,0,0.26,0,210.6,120,51.6,7.66
Yes,37,1,0,0.0,2,239.9,120,64.0,13.08
Yes,100,0,0,0.0,2,159.9,94,43.0,9.0
Yes,132,1,0,0.0,4,197.8,66,46.0,6.7
No,38,1,1,4.1,2,115.4,98,75.0,8.31
No,1,1,0,0.0,0,123.8,113,42.0,11.81
No,97,1,1,1.73,1,117.6,97,54.3,9.82
No,55,1,1,2.32,2,105.3,82,58.2,9.87
No,75,1,0,0.0,1,111.7,121,40.0,11.87
No,83,1,0,0.0,2,159.3,104,45.0,10.12
Yes,40,1,0,0.0,6,81.7,123,32.0,10.51
No,101,1,1,2.7,2,238.0,88,86.0,10.48
No,120,1,1,4.21,0,128.1,99,85.1,12.39
No,183,1,1,2.75,1,171.2,104,73.5,9.68
Yes,75,1,0,0.0,4,109.0,88,41.0,12.97
No,80,1,0,0.0,2,220.0,114,56.0,10.39
No,88,1,0,0.0,0,55.6,65,31.0,12.14
No,112,1,1,2.78,1,286.6,79,103.8,15.77
No,63,1,0,0.0,1,207.6,96,55.0,11.45
Yes,105,1,1,2.24,4,109.6,108,62.4,12.47
No,92,1,0,0.33,2,197.2,113,58.3,12.12
No,177,1,0,0.0,1,175.7,120,45.0,8.43
No,118,1,0,0.43,0,205.2,115,55.3,9.24
No,111,1,1,3.27,1,193.1,104,75.7,5.58
No,82,1,1,1.27,3,232.6,121,65.7,7.66
No,74,1,0,0.22,0,102.7,89,33.2,7.47
No,121,1,1,2.62,5,263.1,70,95.2,13.97
No,131,1,0,0.31,1,197.0,79,54.1,10.05
No,125,1,0,0.3,2,169.3,90,46.0,7.8
No,19,1,0,0.31,1,201.5,123,49.1,6.46
No,138,1,0,0.0,3,251.0,119,51.0,4.56
No,119,1,0,0.0,3,230.4,117,59.0,11.25
No,137,1,0,0.0,1,109.8,120,39.0,11.53
Yes,182,1,0,0.0,2,279.5,118,65.0,10.16
No,135,1,0,0.0,1,173.4,107,49.0,11.1
No,134,1,1,2.7,1,214.4,93,82.0,10.59
No,45,1,0,0.0,1,96.1,103,38.0,12.34
No,129,1,0,0.0,1,101.4,145,39.0,12.46
No,142,1,0,0.2,4,232.5,74,57.0,9.09
No,130,1,1,3.29,1,174.5,120,81.9,10.88
No,163,1,1,2.38,1,224.0,126,81.8,11.68
